ID,FAULT_TYPE,POLYGON_AREA [ha],CENTER_POLYGON_X,CENTER_POLYGON_Y
432,Rock slide/Avalancha,2.1664,-73.15668273090537,-45.35568429702853
433,Rock slide/Avalancha,3.39664,-73.16006951614648,-45.35741009689471
434,Rock slide/Avalancha,5.44618,-73.15818905609046,-45.38065903241798
435,Rock slide/Avalancha,4.28302,-73.15479869848812,-45.380770913948695
436,Rock slide/Avalancha,1.68836,-73.01615507139341,-45.427420682276015
437,Rock slide/Avalancha,2.83815,-72.71183540306586,-45.3205306724412
438,Rock slide/Avalancha,0.51676,-72.71304067582756,-45.49897562685323
439,Rock slide/Avalancha,1.00446,-72.57682028778765,-45.423212515449436
440,Rock slide/Avalancha,1.23267,-72.87115735766199,-45.36476940420164
441,Rock slide/Avalancha,0.52241,-73.02782752422517,-45.42133019047608
442,Rock slide/Avalancha,1.69057,-72.93354584110823,-45.33333697941116
443,Rock slide/Avalancha,12.48728,-72.96170785337488,-45.404343438826714
444,Rock slide/Avalancha,81.81825,-72.96892369357036,-45.39949858833164
445,Rock slide/Avalancha,0.12327,-72.98534065253156,-45.40461915858959
446,Rock slide/Avalancha,0.38223,-72.97213869444997,-45.408454522003545
447,Rock slide/Avalancha,8.8993,-72.95155310584735,-45.394508898732525
448,Rock slide/Avalancha,30.43031,-72.90564203581053,-45.38957587154237
449,Rock slide/Avalancha,20.53614,-72.88742077798483,-45.38923292183847
450,Rock slide/Avalancha,0.12357,-72.71521658778612,-45.38417490378007
451,Rock slide/Avalancha,0.28971,-72.60576524145635,-45.33642097778386
452,Rock slide/Avalancha,0.99859,-72.60543271289512,-45.33506957115341
453,Wedge Slide,2.51324,-72.90342847611551,-45.33687132050591
454,Wedge Slide,1.5628,-72.85224037934711,-45.37162454332244
455,Wedge Slide,0.06206,-73.00121666626586,-45.39794006785463
456,Wedge Slide,0.22651,-72.9892600155814,-45.39131419666407
457,Block slide,2.39497,-73.00615297221007,-45.3958081195685
458,Block slide,5.22193,-72.99089453164875,-45.398071304022544
459,Rock fall,0.61905,-73.00781587480962,-45.37892347341413
460,Rock fall,0.64557,-73.00548995629636,-45.37703040343912
461,Rock fall,0.23252,-73.00597653530141,-45.377620766619586
462,Rock fall,0.57081,-73.00268689093897,-45.37530772143191
463,Rock fall,1.99171,-73.00050065542473,-45.37468225683943
464,Rock fall,10.44067,-73.02387851305049,-45.32439555239321
465,Rock fall,2.42668,-73.02398953642135,-45.3224030228159
466,Rock fall,1.36352,-72.95366388171158,-45.3108382447388
467,Rock fall,1.25218,-72.95213592821027,-45.31237049351516
468,Rock fall,1.49721,-72.93309599325688,-45.299135625908264
469,Rock fall,1.85074,-72.92398030140079,-45.322562808208005
470,Rock fall,2.49702,-72.92277177131061,-45.324280394933645
471,Rock fall,1.54189,-73.06671856889798,-45.33458822272894
472,Rock fall,0.45964,-73.07268804534937,-45.32040578215469
473,Rock fall,0.39537,-73.07593929611376,-45.31988582967086
474,Rock fall,1.312,-73.05260782515477,-45.3208938816103
475,Rock fall,2.38785,-73.05315585680097,-45.32432226152726
476,Rock fall,0.25971,-73.10168665091032,-45.31128048187654
477,Rock fall,0.85369,-73.13202873018272,-45.28905098630692
478,Rock fall,0.67211,-73.14976035266423,-45.3255117670337
479,Rock fall,0.62226,-73.15219800338794,-45.33719096652552
480,Rock fall,3.12747,-72.84670045865862,-45.37742537070412
481,Rock fall,0.98183,-72.8384988506333,-45.37488462408333
482,Rock fall,2.51008,-72.80055767441304,-45.378506001836385
483,Rock fall,0.52762,-72.80101038122179,-45.376996303782086
484,Rock fall,5.58983,-72.79069690910852,-45.34370818104894
485,Rock fall,6.2,-72.86172004732182,-45.297635180605546
486,Rock fall,1.48726,-72.75108488693593,-45.32501891280262
487,Rock fall,1.40975,-72.71859149881278,-45.33683516918833
488,Rock fall,1.93618,-72.71134953895708,-45.32924416895637
489,Rock fall,0.84602,-72.72875787609259,-45.31818891039295
490,Rock fall,0.53926,-72.73632757976945,-45.316415156399444
491,Rock fall,0.40945,-72.70388000413836,-45.29590992521548
492,Rock fall,0.2772,-72.70270861465075,-45.29595187917005
493,Rock fall,0.23863,-72.70313147681443,-45.29915779727801
494,Rock fall,1.25989,-72.64252012593471,-45.30279474047859
495,Rock fall,0.08434,-72.71398723976733,-45.499758552950865
496,Rock fall,0.30598,-72.72294348991991,-45.503368907597384
497,Rock fall,0.3056,-72.7235448763282,-45.50377020363134
498,Rock fall,0.09513,-72.72225594106793,-45.50273819180785
499,Rock fall,0.6774,-72.7288571090783,-45.517435184090424
500,Rock fall,0.7065,-72.7395006528991,-45.442631397373624
501,Rock fall,0.15114,-72.53122987490553,-45.36408814875513
502,Rock fall,0.12378,-72.53009615828948,-45.36462234665581
503,Rock fall,0.12499,-72.52976667848223,-45.36400261884011
504,Rock fall,9.54058,-73.02473573798065,-45.31364076300025
505,Rock fall,0.54466,-72.99592776644582,-45.23136946041817
506,Rock fall,0.44929,-72.99694352024396,-45.23030290994882
507,Rock fall,2.37206,-72.86016397107262,-45.363269980417115
508,Rock fall,1.87482,-72.85883725463411,-45.365057188854266
509,Rock fall,0.1213,-72.99379468187671,-45.443065178145034
510,Rock fall,1.13035,-72.78707896982986,-45.3741206099022
511,Rock fall,0.50552,-72.79439450160118,-45.38381688234606
512,Rock fall,0.68428,-72.79221756571152,-45.38374734049506
513,Rock fall,2.95279,-72.7925243971184,-45.38204511627029
514,Rock fall,0.80992,-72.79888203551624,-45.378663789940575
515,Rock fall,0.04999,-73.00699012091722,-45.378973335111574
516,Rock fall,1.33154,-72.99627850970431,-45.37180491420976
517,Rock fall,2.40009,-72.99983148230145,-45.372234229283485
518,Rock fall,1.86295,-72.99857380884019,-45.37212766103859
519,Rock fall,0.73343,-72.99783106846178,-45.37271727366595
520,Rock fall,1.55702,-72.95117816472207,-45.32741405606118
521,Rock fall,0.18512,-72.94528890582082,-45.317931686228704
522,Rock fall,0.58046,-72.97599591569892,-45.35448461197234
523,Rock fall,1.09621,-72.97532079914365,-45.35613259934342
524,Rock fall,0.43582,-72.97531503065365,-45.3548309359617
525,Rock fall,11.86815,-72.98654181323349,-45.39825245118403
526,Rock fall,0.92701,-72.97667571964521,-45.4028521905002
527,Rock fall,3.4557,-72.95343113835887,-45.4074384254218
528,Rock fall,6.60457,-72.93692643376171,-45.3962030652262
529,Rock fall,3.38875,-72.91189265712136,-45.389196748119474
530,Rock fall,1.39369,-72.9142986654164,-45.42271669189907
531,Rock fall,0.41628,-72.73652128206814,-45.3964453753588
532,Rock fall,0.21963,-72.72621501468794,-45.386844051078
533,Rock fall,0.16048,-72.72519342436148,-45.38686302246002
534,Rock fall,2.66445,-72.72939803526317,-45.374230729384614
535,Rock fall,0.13759,-72.72313563589928,-45.40130523170399
536,Rock fall,1.02639,-72.72620898752105,-45.40364110116805
537,Rock fall,0.01574,-72.6463815358541,-45.408134453826996
538,Rock fall,0.66808,-72.62337552224966,-45.41503169032019
